date,channelGrouping,deviceCategory,sessions,bounceRate
2017-12-20,Organic Search,tablet,6,83.33333333333334
2017-12-21,Direct,desktop,56,53.57142857142857
2017-12-21,Direct,mobile,38,81.57894736842105
2017-12-21,Direct,tablet,1,0
2017-12-21,Organic Search,desktop,125,41.6
2017-12-21,Organic Search,mobile,24,66.66666666666666
2017-12-21,Organic Search,tablet,6,33.33333333333333
2017-12-22,Direct,desktop,35,74.28571428571429
2017-12-22,Direct,mobile,21,90.47619047619048
2017-12-22,Direct,tablet,1,100
2017-12-22,Organic Search,desktop,77,54.54545454545454
2017-12-22,Organic Search,mobile,25,56.00000000000001
2017-12-22,Organic Search,tablet,1,100
2017-12-23,Direct,desktop,17,58.82352941176471
2017-12-23,Direct,mobile,28,78.57142857142857
2017-12-23,Direct,tablet,3,100
2017-12-23,Organic Search,desktop,28,67.85714285714286
2017-12-23,Organic Search,mobile,28,57.14285714285714
2017-12-23,Organic Search,tablet,1,100
2017-12-24,Direct,desktop,32,71.875
2017-12-24,Direct,mobile,37,86.48648648648648
2017-12-24,Direct,tablet,1,100
2017-12-24,Organic Search,desktop,28,32.142857142857146
2017-12-24,Organic Search,mobile,17,47.05882352941176
2017-12-24,Organic Search,tablet,2,0
2017-12-25,Direct,desktop,21,85.71428571428571
2017-12-25,Direct,mobile,54,81.48148148148148
2017-12-25,Direct,tablet,2,100
2017-12-25,Organic Search,desktop,25,52
2017-12-25,Organic Search,mobile,26,53.84615384615385
2017-12-26,Direct,desktop,42,61.904761904761905
2017-12-26,Direct,mobile,41,75.60975609756098
2017-12-26,Direct,tablet,5,80
2017-12-26,Organic Search,desktop,146,42.465753424657535
2017-12-26,Organic Search,mobile,37,48.64864864864865
2017-12-26,Organic Search,tablet,3,66.66666666666666
2017-12-27,Direct,desktop,58,46.55172413793103
2017-12-27,Direct,mobile,31,67.74193548387096
2017-12-27,Direct,tablet,5,40
2017-12-27,Organic Search,desktop,127,40.15748031496063
2017-12-27,Organic Search,mobile,39,48.717948717948715
2017-12-27,Organic Search,tablet,5,60
2017-12-28,Direct,desktop,36,50
2017-12-28,Direct,mobile,33,72.72727272727273
2017-12-28,Direct,tablet,2,50
2017-12-28,Organic Search,desktop,106,46.22641509433962
2017-12-28,Organic Search,mobile,34,61.76470588235294
2017-12-28,Organic Search,tablet,8,25
2017-12-29,Direct,desktop,23,60.86956521739131
2017-12-29,Direct,mobile,40,55.00000000000001
2017-12-29,Direct,tablet,3,100
2017-12-29,Organic Search,desktop,99,45.45454545454545
2017-12-29,Organic Search,mobile,35,60
2017-12-29,Organic Search,tablet,7,57.14285714285714
2017-12-30,Direct,desktop,16,56.25
2017-12-30,Direct,mobile,45,80
2017-12-30,Direct,tablet,5,60
2017-12-30,Organic Search,desktop,40,47.5
2017-12-30,Organic Search,mobile,24,58.333333333333336
2017-12-30,Organic Search,tablet,2,0
2017-12-31,Direct,desktop,9,100
2017-12-31,Direct,mobile,33,90.9090909090909
2017-12-31,Direct,tablet,2,0
2017-12-31,Organic Search,desktop,23,60.86956521739131
2017-12-31,Organic Search,mobile,25,76
2017-12-31,Organic Search,tablet,6,100
2018-01-01,Direct,desktop,29,62.06896551724138
2018-01-01,Direct,mobile,98,79.59183673469387
2018-01-01,Direct,tablet,5,80
2018-01-01,Organic Search,desktop,41,43.90243902439025
2018-01-01,Organic Search,mobile,20,75
2018-01-01,Organic Search,tablet,2,0
2018-01-02,Direct,desktop,52,57.692307692307686
2018-01-02,Direct,mobile,56,87.5
2018-01-02,Direct,tablet,4,75
2018-01-02,Organic Search,desktop,151,47.682119205298015
2018-01-02,Organic Search,mobile,35,62.857142857142854
2018-01-02,Organic Search,tablet,4,100
2018-01-03,Direct,desktop,49,42.857142857142854
2018-01-03,Direct,mobile,39,84.61538461538461
2018-01-03,Direct,tablet,5,80
2018-01-03,Organic Search,desktop,145,46.89655172413793
2018-01-03,Organic Search,mobile,34,52.94117647058824
2018-01-03,Organic Search,tablet,2,50
2018-01-04,Direct,desktop,58,51.724137931034484
2018-01-04,Direct,mobile,57,84.21052631578947
2018-01-04,Direct,tablet,2,100
2018-01-04,Organic Search,desktop,117,41.02564102564102
2018-01-04,Organic Search,mobile,38,65.78947368421053
2018-01-04,Organic Search,tablet,5,40
2018-01-05,Direct,desktop,33,42.42424242424242
2018-01-05,Direct,mobile,49,77.55102040816327
2018-01-05,Direct,tablet,2,50
2018-01-05,Organic Search,desktop,116,52.58620689655172
2018-01-05,Organic Search,mobile,36,69.44444444444444
2018-01-06,Direct,desktop,20,50
2018-01-06,Direct,mobile,40,95
2018-01-06,Direct,tablet,4,100
2018-01-06,Organic Search,desktop,36,44.44444444444444
2018-01-06,Organic Search,mobile,30,70
2018-01-06,Organic Search,tablet,2,50
2018-01-07,Direct,desktop,18,50
2018-01-07,Direct,mobile,67,86.56716417910447
2018-01-07,Direct,tablet,3,66.66666666666666
2018-01-07,Organic Search,desktop,59,44.06779661016949
2018-01-07,Organic Search,mobile,32,56.25
2018-01-07,Organic Search,tablet,3,100
2018-01-08,Direct,desktop,74,62.16216216216216
2018-01-08,Direct,mobile,87,80.45977011494253
2018-01-08,Direct,tablet,6,83.33333333333334
2018-01-08,Organic Search,desktop,194,50.51546391752577
2018-01-08,Organic Search,mobile,32,50
2018-01-08,Organic Search,tablet,10,30
2018-01-09,Direct,desktop,74,54.054054054054056
2018-01-09,Direct,mobile,53,79.24528301886792
2018-01-09,Direct,tablet,4,100
2018-01-09,Organic Search,desktop,207,54.589371980676326
2018-01-09,Organic Search,mobile,38,63.1578947368421
2018-01-09,Organic Search,tablet,9,44.44444444444444
2018-01-10,Direct,desktop,62,50
2018-01-10,Direct,mobile,49,81.63265306122449
2018-01-10,Direct,tablet,7,28.57142857142857
2018-01-10,Organic Search,desktop,190,44.73684210526316
2018-01-10,Organic Search,mobile,33,69.6969696969697
2018-01-10,Organic Search,tablet,13,38.46153846153847
2018-01-11,Direct,desktop,71,50.70422535211267
2018-01-11,Direct,mobile,51,74.50980392156863
2018-01-11,Direct,tablet,2,50
2018-01-11,Organic Search,desktop,224,42.857142857142854
2018-01-11,Organic Search,mobile,56,46.42857142857143
2018-01-11,Organic Search,tablet,7,28.57142857142857
2018-01-12,Direct,desktop,88,44.31818181818182
2018-01-12,Direct,mobile,48,75
2018-01-12,Direct,tablet,11,100
2018-01-12,Organic Search,desktop,174,43.67816091954023
2018-01-12,Organic Search,mobile,52,67.3076923076923
2018-01-12,Organic Search,tablet,7,57.14285714285714
2018-01-13,Direct,desktop,25,68
2018-01-13,Direct,mobile,54,77.77777777777779
2018-01-13,Organic Search,desktop,77,53.246753246753244
2018-01-13,Organic Search,mobile,44,56.81818181818182
2018-01-13,Organic Search,tablet,7,42.857142857142854
2018-01-14,Direct,desktop,20,45
2018-01-14,Direct,mobile,75,78.66666666666666
2018-01-14,Direct,tablet,6,83.33333333333334
2018-01-14,Organic Search,desktop,71,49.29577464788733
2018-01-14,Organic Search,mobile,34,61.76470588235294
2018-01-14,Organic Search,tablet,9,11.11111111111111
2018-01-15,Direct,desktop,135,45.925925925925924
2018-01-15,Direct,mobile,164,75
2018-01-15,Direct,tablet,10,40
2018-01-15,Organic Search,desktop,259,40.92664092664093
2018-01-15,Organic Search,mobile,59,50.847457627118644
2018-01-15,Organic Search,tablet,15,53.333333333333336
2018-01-16,Direct,desktop,82,43.90243902439025
2018-01-16,Direct,mobile,71,74.64788732394366
2018-01-16,Direct,tablet,11,90.9090909090909
2018-01-16,Organic Search,desktop,216,48.61111111111111
2018-01-16,Organic Search,mobile,45,75.55555555555556
2018-01-16,Organic Search,tablet,8,62.5
2018-01-17,Direct,desktop,77,35.064935064935064
2018-01-17,Direct,mobile,69,78.26086956521739
2018-01-17,Direct,tablet,7,42.857142857142854
2018-01-17,Organic Search,desktop,192,44.27083333333333
2018-01-17,Organic Search,mobile,51,70.58823529411765
2018-01-17,Organic Search,tablet,3,33.33333333333333
2018-01-18,Direct,desktop,74,52.702702702702695
2018-01-18,Direct,mobile,40,82.5
2018-01-18,Direct,tablet,3,100
2018-01-18,Organic Search,desktop,222,46.846846846846844
2018-01-18,Organic Search,mobile,46,52.17391304347826
2018-01-18,Organic Search,tablet,4,100
2018-01-19,Direct,desktop,70,42.857142857142854
2018-01-19,Direct,mobile,72,79.16666666666666
2018-01-19,Direct,tablet,5,60
2018-01-19,Organic Search,desktop,197,44.16243654822335
2018-01-19,Organic Search,mobile,42,69.04761904761905
2018-01-19,Organic Search,tablet,8,50
2018-01-20,Direct,desktop,37,48.64864864864865
2018-01-20,Direct,mobile,54,81.48148148148148
2018-01-20,Direct,tablet,6,66.66666666666666
2018-01-20,Organic Search,desktop,87,47.12643678160919
2018-01-20,Organic Search,mobile,51,49.01960784313725
2018-01-20,Organic Search,tablet,3,0
2018-01-21,Direct,desktop,28,42.857142857142854
2018-01-21,Direct,mobile,53,84.90566037735849
2018-01-21,Direct,tablet,8,62.5
2018-01-21,Organic Search,desktop,57,45.614035087719294
2018-01-21,Organic Search,mobile,40,65
2018-01-21,Organic Search,tablet,5,0
2018-01-22,Direct,desktop,119,51.26050420168067
2018-01-22,Direct,mobile,133,75.93984962406014
2018-01-22,Direct,tablet,7,100
2018-01-22,Organic Search,desktop,250,50
2018-01-22,Organic Search,mobile,66,60.60606060606061
2018-01-22,Organic Search,tablet,8,75
2018-01-23,Direct,desktop,76,36.84210526315789
2018-01-23,Direct,mobile,61,86.88524590163934
2018-01-23,Direct,tablet,6,66.66666666666666
2018-01-23,Organic Search,desktop,255,43.92156862745098
2018-01-23,Organic Search,mobile,46,50
2018-01-23,Organic Search,tablet,10,70
2018-01-24,Direct,desktop,116,37.06896551724138
2018-01-24,Direct,mobile,84,80.95238095238095
2018-01-24,Direct,tablet,5,100
2018-01-24,Organic Search,desktop,216,46.2962962962963
2018-01-24,Organic Search,mobile,52,53.84615384615385
2018-01-24,Organic Search,tablet,13,30.76923076923077
2018-01-25,Direct,desktop,73,53.42465753424658
2018-01-25,Direct,mobile,101,84.15841584158416
2018-01-25,Direct,tablet,6,83.33333333333334
2018-01-25,Organic Search,desktop,218,51.8348623853211
2018-01-25,Organic Search,mobile,56,71.42857142857143
2018-01-25,Organic Search,tablet,8,50
2018-01-26,Direct,desktop,82,48.78048780487805
2018-01-26,Direct,mobile,60,81.66666666666667
2018-01-26,Direct,tablet,1,100
2018-01-26,Organic Search,desktop,212,47.64150943396226
2018-01-26,Organic Search,mobile,56,57.14285714285714
2018-01-26,Organic Search,tablet,7,42.857142857142854
2018-01-27,Direct,desktop,34,47.05882352941176
2018-01-27,Direct,mobile,66,69.6969696969697
2018-01-27,Direct,tablet,8,87.5
2018-01-27,Organic Search,desktop,73,43.83561643835616
2018-01-27,Organic Search,mobile,39,51.28205128205128
2018-01-27,Organic Search,tablet,4,0
2018-01-28,Direct,desktop,26,50
2018-01-28,Direct,mobile,54,74.07407407407408
2018-01-28,Direct,tablet,7,71.42857142857143
2018-01-28,Organic Search,desktop,86,41.86046511627907
2018-01-28,Organic Search,mobile,43,53.48837209302325
2018-01-28,Organic Search,tablet,7,42.857142857142854
2018-01-29,Direct,desktop,145,54.48275862068965
2018-01-29,Direct,mobile,136,68.38235294117648
2018-01-29,Direct,tablet,11,45.45454545454545
2018-01-29,Organic Search,desktop,272,40.07352941176471
2018-01-29,Organic Search,mobile,85,63.52941176470588
2018-01-29,Organic Search,tablet,6,50
2018-01-30,Direct,desktop,91,50.54945054945055
2018-01-30,Direct,mobile,68,76.47058823529412
2018-01-30,Direct,tablet,6,83.33333333333334
2018-01-30,Organic Search,desktop,245,44.08163265306123
2018-01-30,Organic Search,mobile,50,50
2018-01-30,Organic Search,tablet,3,66.66666666666666
2018-01-31,Direct,desktop,57,50.877192982456144
2018-01-31,Direct,mobile,41,68.29268292682927
2018-01-31,Direct,tablet,1,0
2018-01-31,Organic Search,desktop,203,44.827586206896555
2018-01-31,Organic Search,mobile,42,57.14285714285714
2018-01-31,Organic Search,tablet,6,16.666666666666664
2018-02-01,Direct,desktop,76,56.57894736842105
2018-02-01,Direct,mobile,60,83.33333333333334
2018-02-01,Direct,tablet,3,66.66666666666666
2018-02-01,Organic Search,desktop,202,42.07920792079208
2018-02-01,Organic Search,mobile,50,54
2018-02-01,Organic Search,tablet,11,63.63636363636363
2018-02-02,Direct,desktop,51,41.17647058823529
2018-02-02,Direct,mobile,49,81.63265306122449
2018-02-02,Direct,tablet,5,60
2018-02-02,Organic Search,desktop,187,49.73262032085562
2018-02-02,Organic Search,mobile,59,59.32203389830508
2018-02-02,Organic Search,tablet,5,60
2018-02-03,Direct,desktop,28,50
2018-02-03,Direct,mobile,42,76.19047619047619
2018-02-03,Direct,tablet,4,100
2018-02-03,Organic Search,desktop,99,51.515151515151516
2018-02-03,Organic Search,mobile,53,60.37735849056604
2018-02-03,Organic Search,tablet,5,80
2018-02-04,Direct,desktop,43,58.139534883720934
2018-02-04,Direct,mobile,47,76.59574468085107
2018-02-04,Direct,tablet,8,75
2018-02-04,Organic Search,desktop,73,46.57534246575342
2018-02-04,Organic Search,mobile,35,48.57142857142857
2018-02-04,Organic Search,tablet,5,60
2018-02-05,Direct,desktop,125,55.2
2018-02-05,Direct,mobile,120,74.16666666666667
2018-02-05,Direct,tablet,7,85.71428571428571
2018-02-05,Organic Search,desktop,248,45.16129032258064
2018-02-05,Organic Search,mobile,68,64.70588235294117
2018-02-05,Organic Search,tablet,13,61.53846153846154
2018-02-06,Direct,desktop,80,47.5
2018-02-06,Direct,mobile,57,78.94736842105263
2018-02-06,Direct,tablet,4,75
2018-02-06,Organic Search,desktop,228,47.80701754385965
2018-02-06,Organic Search,mobile,63,52.38095238095239
2018-02-06,Organic Search,tablet,3,33.33333333333333
2018-02-07,Direct,desktop,67,44.776119402985074
2018-02-07,Direct,mobile,36,69.44444444444444
2018-02-07,Direct,tablet,6,66.66666666666666
2018-02-07,Organic Search,desktop,216,40.27777777777778
2018-02-07,Organic Search,mobile,47,61.702127659574465
2018-02-07,Organic Search,tablet,6,83.33333333333334
2018-02-08,Direct,desktop,71,57.74647887323944
2018-02-08,Direct,mobile,53,69.81132075471697
2018-02-08,Direct,tablet,3,66.66666666666666
2018-02-08,Organic Search,desktop,241,46.058091286307054
2018-02-08,Organic Search,mobile,61,59.01639344262295
2018-02-08,Organic Search,tablet,8,75
2018-02-09,Direct,desktop,71,39.436619718309856
2018-02-09,Direct,mobile,35,68.57142857142857
2018-02-09,Direct,tablet,7,85.71428571428571
2018-02-09,Organic Search,desktop,201,39.800995024875625
2018-02-09,Organic Search,mobile,51,56.86274509803921
2018-02-09,Organic Search,tablet,7,14.285714285714285
2018-02-10,Direct,desktop,34,52.94117647058824
2018-02-10,Direct,mobile,53,71.69811320754717
2018-02-10,Direct,tablet,3,66.66666666666666
2018-02-10,Organic Search,desktop,82,46.34146341463415
2018-02-10,Organic Search,mobile,59,59.32203389830508
2018-02-10,Organic Search,tablet,6,50
2018-02-11,Direct,desktop,28,50
2018-02-11,Direct,mobile,44,84.0909090909091
2018-02-11,Direct,tablet,1,100
2018-02-11,Organic Search,desktop,80,46.25
2018-02-11,Organic Search,mobile,34,61.76470588235294
2018-02-11,Organic Search,tablet,8,37.5
2018-02-12,Direct,desktop,119,50.42016806722689
2018-02-12,Direct,mobile,124,70.96774193548387
2018-02-12,Direct,tablet,5,40
2018-02-12,Organic Search,desktop,271,42.066420664206646
2018-02-12,Organic Search,mobile,53,50.943396226415096
2018-02-12,Organic Search,tablet,5,40
2018-02-13,Direct,desktop,72,54.166666666666664
2018-02-13,Direct,mobile,38,73.68421052631578
2018-02-13,Direct,tablet,2,50
2018-02-13,Organic Search,desktop,215,41.86046511627907
2018-02-13,Organic Search,mobile,36,61.111111111111114
2018-02-13,Organic Search,tablet,5,80
2018-02-14,Direct,desktop,58,53.44827586206896
2018-02-14,Direct,mobile,27,62.96296296296296
2018-02-14,Direct,tablet,1,100
2018-02-14,Organic Search,desktop,207,43.96135265700483
2018-02-14,Organic Search,mobile,56,60.71428571428571
2018-02-14,Organic Search,tablet,5,60
2018-02-15,Direct,desktop,58,41.37931034482759
2018-02-15,Direct,mobile,35,74.28571428571429
2018-02-15,Direct,tablet,2,100
2018-02-15,Organic Search,desktop,227,47.136563876651984
2018-02-15,Organic Search,mobile,48,66.66666666666666
2018-02-15,Organic Search,tablet,6,50
2018-02-16,Direct,desktop,57,59.64912280701754
2018-02-16,Direct,mobile,45,86.66666666666667
2018-02-16,Direct,tablet,3,66.66666666666666
2018-02-16,Organic Search,desktop,165,49.09090909090909
2018-02-16,Organic Search,mobile,60,53.333333333333336
2018-02-16,Organic Search,tablet,6,16.666666666666664
2018-02-17,Direct,desktop,21,57.14285714285714
2018-02-17,Direct,mobile,34,70.58823529411765
2018-02-17,Direct,tablet,3,100
2018-02-17,Organic Search,desktop,82,43.90243902439025
2018-02-17,Organic Search,mobile,57,61.40350877192983
2018-02-17,Organic Search,tablet,4,75
2018-02-18,Direct,desktop,47,68.08510638297872
2018-02-18,Direct,mobile,44,68.18181818181817
2018-02-18,Direct,tablet,6,66.66666666666666
2018-02-18,Organic Search,desktop,88,50
2018-02-18,Organic Search,mobile,55,61.81818181818181
2018-02-18,Organic Search,tablet,3,33.33333333333333
2018-02-19,Direct,desktop,112,47.32142857142857
2018-02-19,Direct,mobile,115,71.30434782608695
2018-02-19,Direct,tablet,5,60
2018-02-19,Organic Search,desktop,281,39.8576512455516
2018-02-19,Organic Search,mobile,63,53.96825396825397
2018-02-19,Organic Search,tablet,3,0
2018-02-20,Direct,desktop,53,45.28301886792453
2018-02-20,Direct,mobile,57,70.17543859649122
2018-02-20,Direct,tablet,6,66.66666666666666
2018-02-20,Organic Search,desktop,261,51.724137931034484
2018-02-20,Organic Search,mobile,73,67.12328767123287
2018-02-20,Organic Search,tablet,8,62.5
2018-02-21,Direct,desktop,68,50
2018-02-21,Direct,mobile,55,76.36363636363637
2018-02-21,Direct,tablet,8,75
2018-02-21,Organic Search,desktop,240,52.083333333333336
2018-02-21,Organic Search,mobile,66,56.060606060606055
2018-02-21,Organic Search,tablet,7,71.42857142857143
2018-02-22,Direct,desktop,84,50
2018-02-22,Direct,mobile,72,73.61111111111111
2018-02-22,Direct,tablet,4,75
2018-02-22,Organic Search,desktop,235,45.53191489361702
2018-02-22,Organic Search,mobile,47,46.808510638297875
2018-02-22,Organic Search,tablet,15,33.33333333333333
2018-02-23,Direct,desktop,58,51.724137931034484
2018-02-23,Direct,mobile,53,75.47169811320755
2018-02-23,Direct,tablet,3,100
2018-02-23,Organic Search,desktop,203,43.34975369458128
2018-02-23,Organic Search,mobile,61,68.85245901639344
2018-02-23,Organic Search,tablet,6,83.33333333333334
2018-02-24,Direct,desktop,20,50
2018-02-24,Direct,mobile,49,77.55102040816327
2018-02-24,Direct,tablet,4,50
2018-02-24,Organic Search,desktop,80,45
2018-02-24,Organic Search,mobile,55,45.45454545454545
2018-02-24,Organic Search,tablet,8,37.5
2018-02-25,Direct,desktop,23,47.82608695652174
2018-02-25,Direct,mobile,53,67.9245283018868
2018-02-25,Direct,tablet,4,75
2018-02-25,Organic Search,desktop,85,62.35294117647059
2018-02-25,Organic Search,mobile,43,46.51162790697674
2018-02-25,Organic Search,tablet,7,14.285714285714285
2018-02-26,Direct,desktop,119,56.30252100840336
2018-02-26,Direct,mobile,111,70.27027027027027
2018-02-26,Direct,tablet,4,50
2018-02-26,Organic Search,desktop,313,43.45047923322684
2018-02-26,Organic Search,mobile,123,67.47967479674797
2018-02-26,Organic Search,tablet,11,63.63636363636363
2018-02-27,Direct,desktop,65,38.46153846153847
2018-02-27,Direct,mobile,45,77.77777777777779
2018-02-27,Direct,tablet,4,75
2018-02-27,Organic Search,desktop,272,42.64705882352941
2018-02-27,Organic Search,mobile,50,57.99999999999999
2018-02-27,Organic Search,tablet,5,80
2018-02-28,Direct,desktop,66,48.484848484848484
2018-02-28,Direct,mobile,48,79.16666666666666
2018-02-28,Direct,tablet,3,66.66666666666666
2018-02-28,Organic Search,desktop,248,44.75806451612903
2018-02-28,Organic Search,mobile,59,69.49152542372882
2018-02-28,Organic Search,tablet,5,40
2018-03-01,Direct,desktop,91,52.74725274725275
2018-03-01,Direct,mobile,59,84.7457627118644
2018-03-01,Direct,tablet,4,75
2018-03-01,Organic Search,desktop,237,49.789029535864984
2018-03-01,Organic Search,mobile,64,59.375
2018-03-01,Organic Search,tablet,7,42.857142857142854
